"APPLICATION #",FORM_NUMBER,FILE_DATE,STATUS_DATE,STATUS,STATUS_CODE,EXPIRATION_DATE,"ESTIMATED COST","REVISED COST","EXISTING USE","EXISTING UNITS","PROPOSED USE","PROPOSED UNITS",BLOCK,LOT,STREET_NUMBER,STREET_NUMBER_SFX,AVS_STREET_NAME,AVS_STREET_SFX,UNIT,UNIT_SFX,FIRST_NAME,LAST_NAME,CONTRACTORPHONE,COMPANY_NAME,STREET,STREET_SUFFIX,CITY,STATE,ZIP_CODE,CONTACT_NAME,CONTACT_PHONE,DESCRIPTION,,
#200903033289,3,2009/03/03,2009/05/22,ISSUED,9,2009/11/22,20000,20000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,3604,37,445,,LIBERTY,ST,,,OWNER,,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"Living room eastwall straightened to sit on top of (e) foundation east column to be removed. Revision to application 2007/1212/0322. 2-1/4"" TO 18"" ADDED ON MAIN FLOOR EAST WALL (TAPER).",,
#200903053401,8,2009/03/05,2009/05/07,ISSUED,9,2010/05/07,38185,38185,"RETAIL SALES",30,"RETAIL SALES",30,693,12,958,,GEARY,ST,0,,ALFONSO,WU,4152217100,"AM ONE CORP",BALBOA,ST,"SAN FRANCISCO",CA,94118-0000,,,"REMODEL ENTRY TO PROVIDE (N) STAIRS AND WHEELCHAIR LIFT FOR ACCESS TO MAIN FLOOR OF MEDICAL CANNABIS DISPENSARY.ENLARGE & REMODEL RESTROOM FOR ACCESSIBILITY. PROVIDE (N) SALES COUNTER AND GATE TO EMPLOYEE SALES AREA. GATE OVER SIDEWALK WILL BE SEPARATE MINOR SIDEWALK ENCROCHMENT PERMIT APPLICATION.",,
#200903103737,8,2009/03/10,2009/05/08,ISSUED,9,2010/05/08,85000,85000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,563,5,2336,,BROADWAY,*,,,PATRICK,O'NEILL,7161678,"O'NEILL CONSTRUCTION INC",LEONA,DR,"SAN RAFAEL",CA,94903-0000,,,"1ST FLOOR: PARTIAL DEMOLITION AND KITCHEN REMODEL. 2ND FLOOR :PARTIAL DEMOLITION AND BATH REMODEL. 3RD FLOOR: PARTIAL  DEMOLITION AND NEW BATH AND NEW LAUNDRY. ALL WORK TO BE INTERIOR.",,
#200903103764,8,2009/03/10,2009/05/20,ISSUED,9,2010/05/20,250000,250000,"POWER PLANT",0,"POWER PLANT",0,5973,2,801,,FELTON,ST,,,JAY,MULLIGAN,5106323173,"MONTEREY MECHANICAL CO","SAN LEANDRO",ST,OAKLAND,CA,94621-0000,,,"INSTALLATION OF 10 000 GAL UNDERGROUND DIESEL FUEL STORAGE TANK. INSTALL 2 DAY TANKS 150 GAL EACH. INSTALL DOUBLE CONTAINMENT FLEX HOSE SUPPLY  RETURN  & VENT LINES UNDERGROUND. INSTALL DOUBLE CONTAINED STEEL LINES ABOVE GORUND. INSTALLATION OF 4 RUPTURE BASINS.",,
#200903103791,3,2009/03/10,2009/05/19,ISSUED,9,2009/11/19,8000,8000,"FILLING/SERVICE STN",0,"FILLING/SERVICE STN",0,527,2,2559,,"VAN NESS",AV,,,"GREG MCGRATH & PAUL MEYER",,5108355900,"CLEAR CHANNEL OUTDOOR",MARITIME,ST,OAKLAND,CA,94607-0000,,,"COMPLY WITH NOV 9655  LOSER THE HEIGHT OF GENERAL ADVERTISING SIGN TO LEGAL DIMENSIONS",,
#200903124002,3,2009/03/12,2009/05/27,ISSUED,9,2010/05/27,65000,80000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,6799,28,47,,TINGLEY,ST,,,"PAULO DE SOUZA JR",*,9254272332,"PAULO DE SOUZA JR.",ROBINSON,AV,PITTSBURG,CA,94565-0000,,,"Open st. curb-remove (e) ret. wall for (n) driveway & install (n) ret. wall. Remove (e) basement for (n) garage. Install (n) fnd. & 2-bedrms. & 2-bath @ basement. Replace (e) front stairway. Remodel 2nd. story kitchen & install (n) bay winddow & skylight. to comply w/ nov#200735038 & 2008849880.",,
#200903164171,8,2009/03/16,2009/05/07,ISSUED,9,2010/05/07,250000,250000,"FOOD/BEVERAGE HNDLNG",0,"FOOD/BEVERAGE HNDLNG",0,314,4,170,,OFARRELL,ST,,,"PACIFIC GENERAL CONSTRUCTION",,5108240490,"PACIFIC GENERAL CONSTRUCTION","38350 FREMONT BLVD.#101",,FREMONT,CA,94536,,,"TENANT IMPROVEMENT WITHIN EXTG SHELL SPACE IN MACY'S DEPARTEMENT STORE. WORK TO INCLUDE NON STRUCTURAL PARTITIONS  CEILINGS AND FINISHES AND INSTALLTION OF KITCHEN EQUIPMENT. ANY SPRINKLER OR ALRM WORK REQRD DUE TO PROJECT SHALL BE UNDER SEPERATE PERMIT.",,
#200903174231,8,2009/03/17,2009/05/08,ISSUED,9,2010/05/08,150000,150000,CLINICS-MEDIC/DENTAL,9,CLINICS-MEDIC/DENTAL,9,1457,35,2445,,CLEMENT,ST,,,ROBERT,BRADLEY,7072521180,"R.E. BRADLEY GEN. BLD CONT","GREEN VALLEY",RD,NAPA,CA,94581,,,"DENTAL T.I.  DEMO  NEW WALLS  ELECTRICAL PLUMG  FINISHES. HVAC UNDER SEPERATE PERMIT.",,
#200903204507,3,2009/03/20,2009/05/14,ISSUED,9,2010/05/14,20000,45000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,6561,019D,4390,,"CESAR CHAVEZ",ST,,,HUBERT,PENNY,4152445531,"HUBERT PENNY","MIRA VISTA",CT,"DALY CITY",CA,94014-0000,,,"REMODEL E AREA AND CONVERT TO BEDROOM AND REMODEL E BATH AT 2ND FLOOR. INSTALL NEW FURNACE AND WATER HEATER AT GARAGE. REMOVE (E) 2/F TO 1/F STAIRS & INSTALL (N) STAIRS TO CODE.",,
#200903234586,8,2009/03/23,2009/05/04,ISSUED,9,2010/05/04,40000,75000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,1922,001C,1607,,21ST,AV,,,STEVEN,CHUNG,4158463072,"LANDMARK CONSTRUCTION",GELLERT,BL,"SO. SAN FRANCISCO",CA,94080-0000,,,"GARAGE CONVERSION INTO HABITABLE SPACE  FAMILY ROOM  2 BEDROOMS  FULL BATH & LAUNDRY CLOSET  FURNACE & INSTALL OF DUCT WORK FOR NEW ROOMS  LIGHTING  SWITCHES & RECEPTACLES IN NEW ROOMS  RELOCATE REAR STAIRS W/ 1 HOUR PROPERTY LINE SIDE.",,
#200903254812,4,2009/03/25,2009/05/06,ISSUED,9,,,1500,CLINICS-MEDIC/DENTAL,1,,,3012,11,2820,,15TH,AV,,,,,,,,,,,,,,"ERECT 1 NON-ELECTRIC WALL SINGLE FACED INDIRECT NEW SIGN",,
#200903254819,3,2009/03/25,2009/05/05,ISSUED,9,2011/05/05,390000,390000,OFFICE,0,OFFICE,0,116,020B,1520,,STOCKTON,ST,,,"DIANE WONG",HSIA,4156265500,"TRANSWORLD CONSTRUCTION",FOLSOM,ST,"SAN FRANCISCO",CA,94103,,,"REMODEL WESTSIDE OF 2ND FLOOR. INTERIOR: INSTALL10 EXAMS  OFFICE  CUSTODIAN & CLOSET  UPGRADE EXISTING MEN'S MULTI-ACCOMODATION TOILET TO BE CURRENT ACCESSIBLE COMPLIANCE. FIRE SPRINKLER WORK UNDER SEPARATE PERMIT.",,
#200903254854,3,2009/03/25,2009/05/26,ISSUED,9,2011/11/26,3325000,3325000,"RETAIL SALES",0,"RETAIL SALES",0,3654,41,3950,,24TH,ST,,,"CONSTR MGMT",,7812469400,"CONSTRUCTION MGMT & BUILDERS INC","KIMBALL LANE",,LYNNFIELD,MA,01940-0000,,,"REMODEL OF (E) GROCERY STORE FOR ""WHOLE FOODS""  ADD NEW SKYLIGHTS  REDUCE REFRIGRATION UNITS. FIRE PROTECTION SEPARTE PERMIT.",,
#200903254866,3,2009/03/25,2009/05/22,ISSUED,9,2009/09/22,1,1,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,4160,10,954,,CAROLINA,ST,,,OWNER,OWNER,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"correct record for legal occupancy of a two family dwelling.",,
#200903275039,3,2009/03/27,2009/05/21,ISSUED,9,2010/05/21,50000,50000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,995,5,3512,,CLAY,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"NEW CURVED GARAGE DOOR AND EXCAVATED DRIVEWAY TO NEW BASEMENT GARAGE. INTERIOR ALTERATIONS TO ACCOMODATE NEW GARAGE",,
#200903275048,8,2009/03/27,2009/05/21,ISSUED,9,2009/09/21,1,1,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,6692,61,68,,RICHLAND,AV,,,,,,,,,,,,,,"Clarification per inspector's instruction to show 1/2 bath (approved) @ ground floor w/out tub not to exceed 25 sq. ft.",,
#200903275048,8,2009/03/27,2009/05/21,ISSUED,9,2009/09/21,1,1,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,6692,61,70,,RICHLAND,AV,,,,,,,,,,,,,,"Clarification per inspector's instruction to show 1/2 bath (approved) @ ground floor w/out tub not to exceed 25 sq. ft.",,
#200903275061,8,2009/03/27,2009/05/07,ISSUED,9,2010/05/07,150000,150000,"FOOD/BEVERAGE HNDLNG",0,"FOOD/BEVERAGE HNDLNG",0,7295,21,3251,,20TH,AV,,,YUAN,SITU,6262819623,"EVERSTRONG CONSTRUCTION INC","N. DURFEE",AV,"SOUTH ELMONTE",CA,91803-0000,,,"TENANT IMPROVEMENT EXTG FAST FOOD INSIDE MALL  PLMG  ELECTRICAL MECHANICAL INVOLVED. NEW KCHN EQUIPMENT FLOORS  WALL FLASHING  HOOD AND CIELING.SIGN UNDER SEPERATE PERMIT.",,
#200903315195,8,2009/03/31,2009/05/07,ISSUED,9,2010/05/07,40000,40000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,867,7,117,,FILLMORE,ST,,,"JACOB R. CLEVELAND",,4153859893,"J C WOODWORKS & DESIGN DBA CLEVELAND CON","CHESTNUT ST #24",,"SAN FRANCISCO",CA,94123-0000,,,"REPAIR EXTG STAIRWAY(REQUIRED MEANS OF EGRESS) IN KIND. REPAIR EXTG REAR SUNROOM PORTION OF HOUSE. RELOCATE EXTG KCHN TO SUNROOM AT 3RD FLOOR. NEW BAY WNDW AT 3RD FLOOR AND REAR OF BLDG. REMODEL KCHN AT 2ND FLOOR.  REPLACE WINDOWS AT KITCHEN & SUNROOM.",,
#200903315195,8,2009/03/31,2009/05/07,ISSUED,9,2010/05/07,40000,40000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,867,72,115,,FILLMORE,ST,0,,"JACOB R. CLEVELAND",,4153859893,"J C WOODWORKS & DESIGN DBA CLEVELAND CON","CHESTNUT ST #24",,"SAN FRANCISCO",CA,94123-0000,,,"REPAIR EXTG STAIRWAY(REQUIRED MEANS OF EGRESS) IN KIND. REPAIR EXTG REAR SUNROOM PORTION OF HOUSE. RELOCATE EXTG KCHN TO SUNROOM AT 3RD FLOOR. NEW BAY WNDW AT 3RD FLOOR AND REAR OF BLDG. REMODEL KCHN AT 2ND FLOOR.  REPLACE WINDOWS AT KITCHEN & SUNROOM.",,
#200903315198,8,2009/03/31,2009/05/04,ISSUED,9,2009/11/04,17000,17000,OFFICE,,OFFICE,,351,50,10,,"UNITED NATIONS",PZ,,,"KEITH BURROWS","GERARD WESTMILLER",4155521622,"DECKER ELECTRIC CO INC",FOLSOM,ST,"SAN FRANCISCO",CA,94103,,,"TENANT IMPROVEMENT ON 5TH FL: ADDING 2 SMOKE DET  11 DUCT DET. 17 HORN/STROBES  2 STROBES  2 SYNC MODULES  1 SLC LOOP PRIVETZ CARD  1 MODULE CARD TO THE FACP.",,
#200903315239,3,2009/03/31,2009/05/27,ISSUED,9,2010/05/27,65000,225000,"RETAIL SALES",0,"RETAIL SALES",0,329,1,800,,MARKET,ST,,,JOHN,SANTORI,4157774070,"FINE LINE GROUP INC",MINNA,ST,"SAN FRANCISCO",CA,94103-2914,,,"M.E.P WORK FOR NEW RETAIL STORE IN BASEMENT  1ST  2ND & 3RD FLOOR. T.I. PERMIT WITH FULL ADA COMPLIANCE ON PA# 2008-1219-8917  M.E.P. WORK ONLY. FIRE PROTECTION UNDER SEPERATE PERMIT",,
#200904015285,8,2009/04/01,2009/05/01,ISSUED,9,2010/05/01,100000,100000,"RETAIL SALES",,"RETAIL SALES",,3549,83,1800,,FOLSOM,ST,,,SCOTT,CARR,9095904910,"HUSSMANN CORPORATION",RAMONA,AV,CHINO,CA,91710-0000,,,"REPLACE (4) FOUR ROOF TOP HEAT PUMPS.",,
#200904025409,8,2009/04/02,2009/05/06,ISSUED,9,2009/11/06,20000,20000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,6685,30,179,,FAIRMOUNT,ST,,,"JESSE CRUZ PEREZ",,6507593125,"J P CONSTRUCTION","DE ANZA",BL,"SAN MATEO",CA,94402-0000,,,"REVISION TO PA #200901281008  FOUNDATION REPAIR.",,
#200904025434,6,2009/04/02,2009/05/21,ISSUED,9,2009/09/21,2968,2968,"RETAIL SALES",0,,,5598,13,427,,"BAY SHORE",BL,,,"JOSEPH PATRICK CASSIDY",,4155033100,"GRANITE EXCAVATION & DEMOLITION INC",ILLINOIS,ST,"SAN FRANCISCO",CA,94107-0000,,,"TO DEMOLISH ONE STORY RETAIL STORE.",,
#200904025434,6,2009/04/02,2009/05/21,ISSUED,9,2009/09/21,2968,2968,"RETAIL SALES",0,,,5598,15,441,,"BAY SHORE",BL,,,"JOSEPH PATRICK CASSIDY",,4155033100,"GRANITE EXCAVATION & DEMOLITION INC",ILLINOIS,ST,"SAN FRANCISCO",CA,94107-0000,,,"TO DEMOLISH ONE STORY RETAIL STORE.",,
#200904025437,6,2009/04/02,2009/05/21,ISSUED,9,2009/09/21,2428,2428,"RETAIL SALES",0,,,5598,15,443,,"BAY SHORE",BL,,,"JOSEPH PATRICK CASSIDY",,4155033100,"GRANITE EXCAVATION & DEMOLITION INC",ILLINOIS,ST,"SAN FRANCISCO",CA,94107-0000,,,"TO DEMOLISH ONE STORY RETAIL STORE.",,
#200904025438,6,2009/04/02,2009/05/21,ISSUED,9,2010/05/21,179052,179052,"RETAIL SALES",0,,,5598,16,445,,"BAY SHORE",BL,,,"JOSEPH PATRICK CASSIDY",,4155033100,"GRANITE EXCAVATION & DEMOLITION INC",ILLINOIS,ST,"SAN FRANCISCO",CA,94107-0000,,,"TO DEMOLISH ONE STORY RETAIL STORE.",,
#200904025438,6,2009/04/02,2009/05/21,ISSUED,9,2010/05/21,179052,179052,"RETAIL SALES",0,,,5598,18,196,,LOOMIS,ST,,,"JOSEPH PATRICK CASSIDY",,4155033100,"GRANITE EXCAVATION & DEMOLITION INC",ILLINOIS,ST,"SAN FRANCISCO",CA,94107-0000,,,"TO DEMOLISH ONE STORY RETAIL STORE.",,
#200904025438,6,2009/04/02,2009/05/21,ISSUED,9,2010/05/21,179052,179052,"RETAIL SALES",0,,,5598,21,479,,"BAY SHORE",BL,,,"JOSEPH PATRICK CASSIDY",,4155033100,"GRANITE EXCAVATION & DEMOLITION INC",ILLINOIS,ST,"SAN FRANCISCO",CA,94107-0000,,,"TO DEMOLISH ONE STORY RETAIL STORE.",,
#200904025439,6,2009/04/02,2009/05/21,ISSUED,9,2009/09/21,4500,4500,"RETAIL SALES",0,,,5598,11,425,,"BAY SHORE",BL,,,"JOSEPH PATRICK CASSIDY",,4155033100,"GRANITE EXCAVATION & DEMOLITION INC",ILLINOIS,ST,"SAN FRANCISCO",CA,94107-0000,,,"TO DEMOLISH ONE STORY RETAIL STORE.",,
#200904025440,6,2009/04/02,2009/05/21,ISSUED,9,2010/05/21,61052,61052,"RETAIL SALES",0,,,5598,8,375,,"BAY SHORE",BL,,,"JOSEPH PATRICK CASSIDY",,4155033100,"GRANITE EXCAVATION & DEMOLITION INC",ILLINOIS,ST,"SAN FRANCISCO",CA,94107-0000,,,"TO DEMOLISH ONE STORY RETAIL STORE.",,
#200904025440,6,2009/04/02,2009/05/21,ISSUED,9,2010/05/21,61052,61052,"RETAIL SALES",0,,,5598,9,401,,"BAY SHORE",BL,,,"JOSEPH PATRICK CASSIDY",,4155033100,"GRANITE EXCAVATION & DEMOLITION INC",ILLINOIS,ST,"SAN FRANCISCO",CA,94107-0000,,,"TO DEMOLISH ONE STORY RETAIL STORE.",,
#200904035496,3,2009/04/03,2009/05/18,ISSUED,9,2010/05/18,126200,250000,OFFICE,0,OFFICE,0,835,4,30,,"VAN NESS",AV,,,KEN,PAGANINI,4155753900,"PAGANINI ELECTRIC CORP(SEE SIGNATORIES)"," HUBBELL",ST,"SAN FRANCISCO",CA,94107,,,"LIFE SAFTY RENOVATION WHICH INCLUDES 335 SMOKE DETECTORS  25 ADDRESSABLE HEAT DETECTORS 19 DUCT DETECTORS  12 RELAYS  7 WALL MOUNTED SPEAKER  14 CEILING MOUNTED SPEAKERS  4 WALL MOUNT SPEAKE/STROBES  194 CEILING  MOUNTED SPEAKER/STROBES & 21 CEILING MOUNTED STROBES.",,
#200904035561,3,2009/04/03,2009/05/19,ISSUED,9,2010/05/19,65000,65000,APARTMENTS,19,APARTMENTS,19,2826,93,609,,BURNETT,AV,0,,"ROBERT MAHONY",,6503679595,"SOIL ENGINEERING CONSTRUCTION",ARGUELLO,ST,"REDWOOD CITY",CA,94063,,,"STABILIZE REAR SLOPE WITH TIEBACKS RESTRAINED SHEAR PINS CAPPED WITH A 5' HIGH GRADE BEAM/RETAINING WALL",,
#200904035561,3,2009/04/03,2009/05/19,ISSUED,9,2010/05/19,65000,65000,APARTMENTS,19,APARTMENTS,19,2826,93,611,,BURNETT,AV,0,,"ROBERT MAHONY",,6503679595,"SOIL ENGINEERING CONSTRUCTION",ARGUELLO,ST,"REDWOOD CITY",CA,94063,,,"STABILIZE REAR SLOPE WITH TIEBACKS RESTRAINED SHEAR PINS CAPPED WITH A 5' HIGH GRADE BEAM/RETAINING WALL",,
#200904065680,8,2009/04/06,2009/05/14,ISSUED,9,2010/05/14,180000,180000,OFFICE,0,OFFICE,0,56,2,1725,,MONTGOMERY,ST,,,,,,,,,,,,,,"GROUND FLOOR TENANT IMPROVEMENT PROJECT: TWO FIRST FLOOR SPACE ARE MERGED TO CREATE ONE FULL FLOOR TENANT SPACE. WORK TO I NCLUDE ENW WALLS  DOORS  INTERIOR GLAZING  MILLWORK & FINSIHES. UPGRADE RESTROOMS TO FULL ADA COMPLIANCE. PLBG  ELEC & FIRE SPRINKLER WORK TO BE PERMITTED SEPARATELY.",,
#200904075738,8,2009/04/07,2009/05/07,ISSUED,9,2010/05/07,50000,50000,APARTMENTS,3,APARTMENTS,3,976,24,2949,,PACIFIC,AV,,,THOMAS,TAYLOR,5105301714,"TAYLOR'S NAILERS ETC","MC CLELLAND",,OAKLAND,CA,94619-0000,,,"REVISION TO APPL #200812228984 - NEW CONCRETE SLAB OVER STEEL DECK FOR GARAGE EXPANSION  DEMO (E) CONCRETE STAIRS AT 1ST /GARAGE  NEW CONFIGURATION OF INTERIOR WALLS @1ST & 3RD FLOORS  STRUCT REVISIONS @ LOWER LEVEL FOR 1ST FLOOR SUPPORT.",,
#200904075771,8,2009/04/07,2009/05/01,ISSUED,9,2009/11/01,1000,6000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,6579,25,1381,,SANCHEZ,ST,,,"R C M CONSTRUCTION ASSOCIATES",,5102680159,"R C M CONSTRUCTION ASSOCIATES INC.",FILBERT,ST,OAKLAND,CA,94607-0000,,,"REVISION TO APPL #200810103956 - COMPLY W/N.O.V. #200991824 -NEW 18"" FOOTING AT FRONT FO HOUSE @ LINE A1  APPROX 8 - 12' IN LENGTH  REMOVE & REPLACE FOOTING @ LINE C3 -(8').",,
#200904085805,3,2009/04/08,2009/05/12,ISSUED,9,2010/05/12,48000,48000,"NURSING HOME GT 6",1,"NURSING HOME GT 6",1,852,17,273,,PAGE,ST,,,"CHARLES R. KEELE JR",,9252730100,"SIMPLEX GRINNELL",PRESTON,AV,LIVERMORE,CA,94551-0000,,,"NEW FIRE ALARM SYSTEM CONSISTING OF 1 4008 FACP  1 REMOTE ANNUNCIATOR  1 PULL STATION  18 SMOKE DETECTOR  5 SMOKE DETECTOR W/SOUNDER BASES  1 MONITOR MODULE  9 HORN STROBES  8 STROBES",,
#200904085840,8,2009/04/08,2009/05/15,ISSUED,9,2010/05/15,26000,26000,"RETAIL SALES",0,"RETAIL SALES",0,329,1,800,,MARKET,ST,,,ROBERT,BUCKLEY,4152821625,"ANDERSON ROWE & BUCKLEY  INC.",3RD,ST,"SAN FRANCISCO",CA,94107,,,"TENANT IMPROVEMENTS TO THE EXISTING FIRE SPRINKLER SYSTEM: 62 ADDED SPRINKLERS  55 REMOVED SPRINKLERS  16 REINSTALLED SPRINKLERS. BASEMENT TO 3RD FL",,
#200904085857,8,2009/04/08,2009/05/26,ISSUED,9,2009/09/26,5000,5000,OFFICE,0,OFFICE,0,310,19,177,,POST,ST,,,"JOHNSON CONTROLS INC.","SELF-INSURED #2082",5107834000,"JOHNSON CONTROLS INC.",BREAKWATER,CT,HAYWARD,CA,94545-0000,,,"ADD (1) SMOKE DETECTOR AT GROU ND FLOOR ELEVATOR LOBBY & ADD (1) AT BASEMENT ELEVATOR MACHINE ROOM.",,
#200904085875,8,2009/04/08,2009/05/07,ISSUED,9,2010/05/07,35000,50000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,1219,4,235,,BRODERICK,ST,0,,BRENDAN,UNIACKE,4157068934,"B. UNIACKE CONSTRUCTION",SOUTHCLIFF,AV,"SOUTH SAN FRANCISCO",CA,94080-0000,,,"REVISION TO APPL #200807096275 - REPLACE ENTRY STAIR  GARAGE SIDING  ADD MECH VAULT RADIANT HEAT  MOMENT FRAME @1ST/2ND FLOOR  REMODEL BATH  REMOVE FIRE ESCAPES REAR DORMER  PART OF ROOF FOR NEW GREEN ROOF  RELOCATE 3RD FLOOR BATH  BEDROOM  ADD SKYLIGHTS.",,
#200904085876,8,2009/04/08,2009/05/01,ISSUED,9,2009/11/01,15000,15000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,6507,38,4035,,24TH,ST,,,GERARDO,KELLY,6503435916,"KELLY CONSTRUCTION",PENINSULA,AV,"SAN MATEO",CA,94401-0000,,,"FOUNDATION CAPPING WEST SIDE. FOUNDATION REPLACEMENT AT REAR.",,
#200904085876,8,2009/04/08,2009/05/01,ISSUED,9,2009/11/01,15000,15000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,6507,39,4037,,24TH,ST,,COMM'L,GERARDO,KELLY,6503435916,"KELLY CONSTRUCTION",PENINSULA,AV,"SAN MATEO",CA,94401-0000,,,"FOUNDATION CAPPING WEST SIDE. FOUNDATION REPLACEMENT AT REAR.",,
#200904095899,8,2009/04/09,2009/05/14,ISSUED,9,2009/09/14,4900,4900,OFFICE,400,OFFICE,400,198,8,555,,FRONT,ST,,,JIMMY,DUARTE,5103573700,"TRI-SIGNAL INTEGRATION INC.",ENCINITAS,AV,SYLMAR,CA,91342-0000,,,"1ST FLOOR NEW FIRE ALARM SYSTEM INCLUDES: (1) FIRE ALARM PANEL  (1) ANUNCIATOR  (2) MANUAL PULL STATIONS  (6) SMOKE DETECTORS  (1) HORN  (3) HORN/STROBES  (3) STROBES. BUILDING IN LARGE COMPLEX...",,
#200904095908,3,2009/04/09,2009/05/27,ISSUED,9,2010/05/27,275000,275000,CLINICS-MEDIC/DENTAL,,CLINICS-MEDIC/DENTAL,,8721,12,455,,"MISSION BAY SOUTH",BL,,,"THEODORE ROBERT",VINTHER,5105335516,"ALLIED FIRE PROTECTION",HIGH,ST,OAKLAND,CA,94601,,,"FIRE SPRINKLER TI  ALL FLOORS. 1055 HEADS ADDED  128 HEADS RELOCATED.",,
#200904095918,3,2009/04/09,2009/05/12,ISSUED,9,2009/11/12,25000,25000,OFFICE,0,OFFICE,0,3711,12,77,,BEALE,ST,,,"GERALD W.","DA VOLT",9252431285,"RLH FIRE PROTECTION /  CMA FIRE PROTECT",RESEARCH,DR,LIVERMORE,CA,94551-0000,,,"UPGRADE FIRE SPRINKLER SYSTEM TO COMPLY WITH HIGH RISE SPRINKLER ORDINANCE #377-93. RELOCATE 37 HEADS AND 74 HEADS (121 TOTAL: 29 RELOCATE  50 ADD  16 RELOCATE  24 ADD  2 RELOCATE).",,
#200904095941,8,2009/04/09,2009/05/05,ISSUED,9,2009/09/05,4000,4000,"FOOD/BEVERAGE HNDLNG",0,"FOOD/BEVERAGE HNDLNG",0,228,4,401,,SANSOME,ST,,,JEFF,CREECH,7077949195,"J K M FIRE PROTECTION",PETERSEN,RD,SEBASTOPOL,CA,95472-0000,,,"REPLACE EXTG NON UL 300 WITH NEW UL 300 WETCHEMICAL FIRE SYSTEM. FIRE ALARM CONNECTION SEPERATE PERMIT.",,
#200904095941,8,2009/04/09,2009/05/05,ISSUED,9,2009/09/05,4000,4000,"FOOD/BEVERAGE HNDLNG",0,"FOOD/BEVERAGE HNDLNG",0,228,4,500,,SACRAMENTO,ST,,,JEFF,CREECH,7077949195,"J K M FIRE PROTECTION",PETERSEN,RD,SEBASTOPOL,CA,95472-0000,,,"REPLACE EXTG NON UL 300 WITH NEW UL 300 WETCHEMICAL FIRE SYSTEM. FIRE ALARM CONNECTION SEPERATE PERMIT.",,
#200904095981,8,2009/04/09,2009/05/21,ISSUED,9,2009/09/21,5000,5000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2041,31,1740,A,09TH,AV,,UPPER,"SPEC CONCRETE CONSTRUCTION INC",,4156084610,"DEMEX ENGINEERING  INC",17TH,AV,"SAN FRANCISCO",CA,94121-0000,,,"UNDERPINNING FOR ADJACENT NEIGHBOR  BETWEEN 1740 9TH AND 1746 9TH AVE.",,
#200904095981,8,2009/04/09,2009/05/21,ISSUED,9,2009/09/21,5000,5000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2041,31,1740,,09TH,AV,,LOWER,"SPEC CONCRETE CONSTRUCTION INC",,4156084610,"DEMEX ENGINEERING  INC",17TH,AV,"SAN FRANCISCO",CA,94121-0000,,,"UNDERPINNING FOR ADJACENT NEIGHBOR  BETWEEN 1740 9TH AND 1746 9TH AVE.",,
#200904095982,8,2009/04/09,2009/05/21,ISSUED,9,2009/09/21,5000,5000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2041,030B,1746,,09TH,AV,,,"SPEC CONCRETE CONSTRUCTION INC",,4156084610,"DEMEX ENGINEERING  INC",17TH,AV,"SAN FRANCISCO",CA,94121-0000,,,"UNDERPINNING FOR ADJACENT NEIGHBOR  BETWEEN 1740 9TH AVE AND 1746 9TH AVE.",,
#200904106017,8,2009/04/10,2009/05/26,ISSUED,9,2010/05/26,60000,60000,OFFICE,0,OFFICE,0,293,8,228,,GRANT,AV,,,,,,,,,,,,,,"T.I.: on 5th. flr. consisting only of barrier removal to bring area of remodel to ada accessibility compliance  adding (n) 2nd. bathrm. to meet accessibility requirements for 1-male & 1-female accessible fac. coffe area  sink & cabinets  also to remodeled & are ada accessible.",,
