"APPLICATION #","FORM_  NUMBER",FILE_DATE,STATUS_DATE,STATUS,STATUS_CODE,EXPIRATION_DATE,"ESTIMATED COST","REVISED COST","EXISTING USE","EXISTING UNITS","PROPOSED USE","PROPOSED UNITS","PLAN SETS",BLOCK,LOT,STREET_NUMBER,STREET_NUMBER_SFX,AVS_STREET_NAME,AVS_STREET_SFX,UNIT,UNIT_SFX,FIRST_NAME,LAST_NAME,"CONTRACTOR PHONE",COMPANY_NAME,STREET,STREET_SUFFIX,CITY,STATE,ZIP_CODE,CONTACT_NAME,CONTACT_PHONE,DESCRIPTION
#201103041409,8,2011/03/04,2011/03/04,ISSUED,9,2011/07/04,3100,3100,APARTMENTS,258,APARTMENTS,258,0,451,161,1050,,"NORTH POINT",ST,502,,BRYAN,FISCHER,7077326914,"P T TILE HOLDINGS LP",LINK,RD,FAIRFIELD,CA,94534-0000,,,"UNIT #502:  ONE GRANITE COUNTER TOP TO BE INSTALLED IN KITCHEN. NO ELECTRICAL  NO PLUMBING.  NO STRUCTURAL WORK"
#201103041410,8,2011/03/04,2011/03/04,ISSUED,9,2012/03/04,75000,75000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,6556,9,4316,,26TH,ST,,,"BRENDAN QUINLAN",,4153874441,"QUINLAN CONSTRUCTION",WAWONA,ST,"SAN FRANCISCO",CA,94127-0000,,,"REPLACE E WINDOWS IN KIND WITH TRUE DIVIDED LIGHT WOOD CLAD WINDOWS. EXPANSION OF E MASTER BATH AT REAR OF HOUSE. REPLACMENT OF E RAILS AT BACK OF H0USE"
#201103041411,8,2011/03/04,2011/03/04,ISSUED,9,2011/09/04,17500,17500,OFFICE,0,OFFICE,0,2,236,17,100,,CALIFORNIA,ST,,,WILLIAM,PEACOCK,4152175095,"PEACOCK CONSTRUCTION INC",SACRAMENTO,ST,"SAN FRANCISCO",CA,94111-0000,,,"7TH FLOOR - DEMO OF INTERIOR PARTITIONS  DOOR & SIDELITE  BUILD BACK INTERIOR PARTITION  NEW FINISHES."
#201103041412,8,2011/03/04,2011/03/04,ISSUED,9,2011/07/04,2700,4000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,2823,11,10,,STARVIEW,WY,,,PETER,RIVE,6506381028,"SOLARCITY CORPORATION","VINTAGE PARK",DR,"FOSTER CITY",CA,94404-0000,,,"INSTALL 42""X42"" BRYANT HEAT PUMP ON ROOF"
#201103041414,8,2011/03/04,2011/03/16,ISSUED,9,2012/03/16,40000,40000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,5932,25,131,,DARTMOUTH,ST,,,LI,ZHANG,4155186779,"GF GOLDEN FOUNDATION CO.",CAMPBELL,AV,"SAN FRANCISCO",CA,94134-0000,,,"REMODEL 1ST FLOOR  ADD 2 BEDROOMS  1 FULL BATH  STORAGE/LAUNDRY ROOM"
#201103041415,8,2011/03/04,2011/03/04,ISSUED,9,2011/07/04,5000,5000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,0,1174,24,46,,ATALAYA,TR,,,ED,LOPEZ,4158501634,"LOPEZ CRUZ CORP/DBA FRISCO PLUMBING",GILMAN,AV,"SAN FRANCISCO",CA,94124-0000,,,"BATHROOM REMODEL FOR UPPER UNIT."
#201103041416,8,2011/03/04,2011/03/07,ISSUED,9,2012/03/07,138690,138700,OFFICE,0,OFFICE,0,2,231,23,2,,"EMBARCADERO CENTER",*,,,PETER,GOLDSMITH,4159782790,"GCI  INC","BATTERY ST  3RD FL",,"SAN FRANCISCO",CA,94107-0000,,,"6TH FLOOR-DEMO & NEW CONSTRUCTION IN CORRIDOR AREA OF (E) TENANT SPACE INCLUDING M.E.P'S"
#201103041417,8,2011/03/04,2011/03/04,ISSUED,9,2011/09/04,7400,7400,APARTMENTS,6,APARTMENTS,6,0,3556,237,231,,DOLORES,ST,0,,"MARK M. CRAIG",,4153709908,"M C CONSTRUCTION","SAN DIEGO AVE",,"DALY CITY",CA,94014-0000,,,"Insulate & soundproof 200 sq.ft. of ceiling. install 5/8"" quite rock & quite batt insulation between units."
#201103041417,8,2011/03/04,2011/03/04,ISSUED,9,2011/09/04,7400,7400,APARTMENTS,6,APARTMENTS,6,0,3556,259,231,,DOLORES,ST,0,,"MARK M. CRAIG",,4153709908,"M C CONSTRUCTION","SAN DIEGO AVE",,"DALY CITY",CA,94014-0000,,,"Insulate & soundproof 200 sq.ft. of ceiling. install 5/8"" quite rock & quite batt insulation between units."
#201103041417,8,2011/03/04,2011/03/04,ISSUED,9,2011/09/04,7400,7400,APARTMENTS,6,APARTMENTS,6,0,3556,264,231,,DOLORES,ST,0,,"MARK M. CRAIG",,4153709908,"M C CONSTRUCTION","SAN DIEGO AVE",,"DALY CITY",CA,94014-0000,,,"Insulate & soundproof 200 sq.ft. of ceiling. install 5/8"" quite rock & quite batt insulation between units."
#201103041418,8,2011/03/04,2011/03/04,ISSUED,9,2012/03/04,60000,60000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,7233,001H,590,,"JUNIPERO SERRA",BL,,,JOE,TOBONI,4158280717,"JT BUILDERS","SANIT FRANCIS",BL,"SAN FRANCISCO",CA,94127-0000,,,"DEMO DEBRIS/MINOR REFRAME/DRY WALL/ BATH TILE AND FIXTURES  LIGHTING  HVAC  AND PAINT.  NO STRUCTURAL WORK."
#201103041422,8,2011/03/04,2011/03/04,ISSUED,9,2012/03/04,30000,30000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,947,28,2729,,FILBERT,ST,,,JOE,TOBONI,4158280717,"JT BUILDERS","SANIT FRANCIS",BL,"SAN FRANCISCO",CA,94127-0000,,,"NEW KITCHEN CABINETS  APPLIANCES  COUNTER TOPS.  NEW BATH TILE AND FIXTURES."
#201103041423,8,2011/03/04,2011/03/04,ISSUED,9,2011/07/04,845,845,APARTMENTS,4,APARTMENTS,4,0,3513,44,1367,,STEVENSON,ST,,,OWNER,OWNER,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"INSTALL HANDRAIL BACK"
#201103041423,8,2011/03/04,2011/03/04,ISSUED,9,2011/07/04,845,845,APARTMENTS,4,APARTMENTS,4,0,3513,44,1369,,STEVENSON,ST,,,OWNER,OWNER,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"INSTALL HANDRAIL BACK"
#201103041424,8,2011/03/04,2011/03/04,ISSUED,9,2012/03/04,30000,30000,APARTMENTS,33,APARTMENTS,33,0,222,9,1100,,SACRAMENTO,ST,,,MOHAMMED,MASHAL,4157404508,"MASHAL BUILDER CONTRACTORS",VALLEJO,ST,"SAN FRANCISCO",CA,94109-0000,,,"#808 - KITCHEN AND 2-1/2 BATHROOM REMODELING  FIX AND PAINT THE APT. NO WALLS TO BE REMOVED OR WINDOW CHANGE. ALL KITCHEN AND BATHROOMS LIGHTS MEET CEC. NO STRUCTURAL WORK."
#201103041426,8,2011/03/04,2011/03/04,ISSUED,9,2011/09/04,5700,5700,OFFICE,0,OFFICE,0,0,268,8,220,,MONTGOMERY,ST,,,"MICHAEL MARIO",VIVIANI,6503699700,"K M S SYSTEMS INCORPORATED","BAY ROAD #3",,"REDWOOD CITY",CA,94063-0000,,,"INSTALL CATS CABLE TO 10 NEW STATIONS & A FEEDER CABLE. NO PENETRATION IN FIREWALLS"
#201103041427,8,2011/03/04,2011/03/04,ISSUED,9,2011/09/04,15000,19000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,1865,015A,1574,,20TH,AV,,,"MICHAEL YUAN",LIU,5105990917,"H L CONSTRUCTION CO",FARNSWORTH,ST,"SAN LEANDRO",CA,94579-0000,,,"REMODEL KITCHEN AND BATHROOM"
#201103041429,8,2011/03/04,2011/03/04,ISSUED,9,2011/07/04,4475,4475,APARTMENTS,12,APARTMENTS,12,0,653,38,2339,,CALIFORNIA,ST,,,"LINGRUEN ASSOCIATES  INC",,4158222324,"LINGRUEN ASSOCIATES",YOSEMITE,AV,"SAN FRANCISCO",CA,94124,,,"PERFORM REPAIRS AS PER LINGRUEN ASSOC. TERMITE REPORT #3A ONLY. LESS THAN 50% REPAIR"
#201103041430,8,2011/03/04,2011/03/04,ISSUED,9,2011/09/04,9380,9380,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,2191,008G,2187,,26TH,AV,,,"SOON JA KIM",,4158222003,"J.S.K. BUIDLERS  INC.",REVERE,AV,"SAN FRANCISCO",CA,94124,,,REROOFING
#201103041431,8,2011/03/04,2011/03/04,ISSUED,9,2011/09/04,8200,8200,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,2465A,27,2606,,31ST,AV,,,"SOON JA KIM",,4158222003,"J.S.K. BUIDLERS  INC.",REVERE,AV,"SAN FRANCISCO",CA,94124,,,REROOFING
#201103041433,8,2011/03/04,2011/03/09,ISSUED,9,2011/09/09,18000,18000,OFFICE,0,OFFICE,0,2,236,8,234,,FRONT,ST,,,KURT,BRINKMAN,5105979966,"INTREPID ELECTRONIC SYSTEMS INC",ADELINE,ST,EMERYVILLE,CA,94608-0000,,,"NEW FIRE ALARM SYSTEM TO PROVIDE ELEVATOR RECALL SERVICE FO RNEW ELEVATOR INCLUDES AUDIBLE/VISUAL NOTIFICATION IN ELEVATOR LOBBIES & RESTROOMS."
#201103041434,8,2011/03/04,2011/03/09,ISSUED,9,2011/07/09,1400,1400,APARTMENTS,5,APARTMENTS,5,0,865,9,53,,POTOMAC,ST,,,OWNER,OWNER,,OWNER,OWNER,,OWNER,CA,00000-0000,,,REROOFING
#201103041434,8,2011/03/04,2011/03/09,ISSUED,9,2011/07/09,1400,1400,APARTMENTS,5,APARTMENTS,5,0,865,9,55,,POTOMAC,ST,,,OWNER,OWNER,,OWNER,OWNER,,OWNER,CA,00000-0000,,,REROOFING
#201103041435,8,2011/03/04,2011/03/04,ISSUED,9,2011/07/04,3000,3000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,5668,36,252,,BOCANA,ST,,,,,,,,,,,,,,"TO COMPLETE WORK AND OBTAIN FINAL INSPECTION FOR WORK APPROVED UNDER PA 200811146591 AND TO COMPLY WITH NOV 200857191"
#201103041436,8,2011/03/04,2011/03/04,ISSUED,9,2012/03/04,51400,51400,OFFICE,0,OFFICE,0,2,7295,22,595,,BUCKINGHAM,WY,,,CLYDE,ROSSI,4159826292,"ROSSI BUILDERS INC",03RD,ST,"SAN FRANCISCO",CA,94103,,,"ADD MECH  ELECTRICAL TO APP#201010082558. PLUMBING"
#201103041438,8,2011/03/04,2011/03/04,ISSUED,9,2011/07/04,1000,1000,OFFICE,0,OFFICE,0,2,240,7,580,,CALIFORNIA,ST,0,,ROBERT,BUCKLEY,4152821625,"ANDERSON ROWE & BUCKLEY  INC.",3RD,ST,"SAN FRANCISCO",CA,94107,,,"18TH FLOOR - Existing fire sprinkler system TI on the 18th floor. 2 relocated sprinklers"
#201103041439,8,2011/03/04,2011/03/04,ISSUED,9,2011/07/04,2000,2000,OFFICE,0,OFFICE,0,2,207,32,600,,MONTGOMERY,ST,,,ROBERT,BUCKLEY,4152821625,"ANDERSON ROWE & BUCKLEY  INC.",3RD,ST,"SAN FRANCISCO",CA,94107,,,"TI to existing fire sprinkler system on the 32nd floor.  4 relocated sprinklers"
#201103041441,8,2011/03/04,2011/03/08,ISSUED,9,2012/03/08,40000,40000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,5814,27,747,,GATES,ST,,,"ZHAO WEI",LU,6509949796,"ZHAO WEI LU CONSTRUCTION CO.","SANTA BARBARA",AV,"DALY CITY",CA,94014-0000,,,"REMOVE FRONT FACADE 4 BAY WINDOWS:ADD NEW BATH AT 2ND FLOOR."
#201103041443,8,2011/03/04,2011/03/04,ISSUED,9,2011/07/04,1500,1500,"RETAIL SALES",0,"RETAIL SALES",0,2,3544,65,2095,,MARKET,ST,,,OWNER,,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"SOFT DEMO. NON STRUCTURAL. AB-017. SPACE TO REMAIN VACANT."
#201103041446,8,2011/03/04,2011/03/09,ISSUED,9,2011/09/10,15000,15000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,6578,36,3859,,"CESAR CHAVEZ",ST,,,OWNER,OWNER,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"REMOVE 2 DOUBLE HUNG WINDOWS. INSTALL 1 PAIR SLIDING FRENCH DOORS.CONSTRUCT NEW DECK 12'6""WX7'0""D/8'-6"" ABOVE GRADE AT EXTG PATIO."
#201103041447,8,2011/03/04,2011/03/04,ISSUED,9,2012/03/04,31775,35000,APARTMENTS,16,APARTMENTS,16,0,69,53,1150,,LOMBARD,ST,11,,CHARLES,COLLINS,4563316,"AIDAN COLLINS & SONS INC",BAY,WY,"SAN RAFAEL",CA,94901,,,"PARTIAL IN 6 AREAS  DRYWALL REPLACEMENT  REPAIR/REPLACE WOOD FLOORING @ ENTRY & KITCHEN. REPLACE EXISTING VINYL @ LAUNDRY & TILE FLOORING @ BATH. PAINTING. REFACE EXISTING KITCHEN CABINETS  REPLACE KITCHEN COUNTERTOPS. NO STRUCTURAL WORK."
#201103041450,8,2011/03/04,2011/03/04,ISSUED,9,2011/09/04,7500,7500,OFFICE,0,OFFICE,0,2,311,8,88,,KEARNY,ST,0,,WILLIAM,PEACOCK,4152175095,"PEACOCK CONSTRUCTION INC",SACRAMENTO,ST,"SAN FRANCISCO",CA,94111-0000,,,"16TH FLOOR-Mechanical and title 24 lighting on the 16th floor. Office TI approved under PA# 2011.02.23.0765"
#201103041451,8,2011/03/04,2011/03/04,ISSUED,9,2011/07/04,1,1,APARTMENTS,18,APARTMENTS,18,0,0436F,37,1734,,BAY,ST,,,,,,,,,,,,,,"TO OBTAIN FINAL INSPECTION FOR WORK APPROVED UNDER PA #668963.  ALL WORK HAS BEEN COMPLETED."
#201103041452,8,2011/03/04,2011/03/04,ISSUED,9,2011/07/04,3000,3000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,0,3537,61,30,,BELCHER,ST,,,PAUL,SASSO,4153209106,"SASSO CONSTRUCTION INC.",HARTFORD,ST,"SAN FRANCISCO",CA,94114-0000,,,"REPLACE 5 WOOD WINDOWS IN KIND  PELLA WOOD PRO SERIES  VISABLE FROM STREET  U FACTOR 0.40 MAX."
#201103041453,8,2011/03/04,2011/03/04,ISSUED,9,2011/09/04,10000,10000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,0,4207,26,1121,A,ALABAMA,ST,,,"MICHAEL JAMES",BLAGROVE,6503553875,TECTONICS,SERRA,DR,PACIFICA,CA,94044-0000,,,"RENEW PA# 2005-0816-0326 FOR COMPLETION OF WORK & COMPLY WITH NOV# 200558125. REPLACE 5/8 SHEETROCK  PAINT WHOLE UPPER FLOOR. MINOR ELECTRICAL WORK. NO STRUCTURAL WORK"
#201103041453,8,2011/03/04,2011/03/04,ISSUED,9,2011/09/04,10000,10000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,0,4207,26,1121,,ALABAMA,ST,,,"MICHAEL JAMES",BLAGROVE,6503553875,TECTONICS,SERRA,DR,PACIFICA,CA,94044-0000,,,"RENEW PA# 2005-0816-0326 FOR COMPLETION OF WORK & COMPLY WITH NOV# 200558125. REPLACE 5/8 SHEETROCK  PAINT WHOLE UPPER FLOOR. MINOR ELECTRICAL WORK. NO STRUCTURAL WORK"
#201103041454,8,2011/03/04,2011/03/04,ISSUED,9,2011/07/04,2500,2500,OFFICE,0,OFFICE,0,2,228,2,415,,SANSOME,ST,0,,BEN,TERANI,5104289194,"FIRE & SEC. FIRE/B.TERANI",BEACH,ST,EMERYVILLE,CA,94608-0000,,,"INSTALLING A NEW FIRE ALARM COMMUNICATOR TO MONITOR THE SPRINKLER SYSTEM."
#201103041455,8,2011/03/04,2011/03/04,ISSUED,9,2012/03/04,55000,55000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,6764,11,537,,CONGO,ST,,,"LEO MCFADDEN",,4152255709,"M F CONSTRUCTION",32ND,AV,"SAN FRANCISCO",CA,94122-0000,,,"REMODEL KITCHEN  BATHS  DEMO LATH & PLASTER  REWIRE  REPLUMB  INSTALL NEW GYPSUM BOARD  COMPLY WITH HIS NOV #200338890 (REPAIR FRONT STAIRWAY)"
#201103041456,8,2011/03/04,2011/03/04,ISSUED,9,2011/07/04,1,1,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,0,3541,23,2176,,15TH,ST,,,OWNER,OWNER,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"TO COMPLY WITH PHYSICAL INSPECTION REPORT # CC-5887"
#201103041457,8,2011/03/04,2011/03/07,ISSUED,9,2012/03/07,40000,40000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,6620,3,1560,,SANCHEZ,ST,,,OWNER,OWNER,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"1)ONE NEW BEDROOM  BATH ROOM AND FAMILY ROOM TO BE CONSTRUCTED AT GROUND FLOOR PER PLAN. 2) REPAIR EXTG FOOTING AT FRONT OF BLDG PER PLAN."
#201103041458,8,2011/03/04,2011/03/04,ISSUED,9,2011/07/04,2000,2000,"FOOD/BEVERAGE HNDLNG",2,"FOOD/BEVERAGE HNDLNG",2,2,3521,8,354,,11TH,ST,,,BEN,TERANI,5104289194,"FIRE & SEC. FIRE/B.TERANI",BEACH,ST,EMERYVILLE,CA,94608-0000,,,"INSTALLING A FIRE ALARM COMMUNICATOR TO MONITOR THE SPRINKLER SYSTEM."
#201103041460,3,2011/03/04,2011/03/22,ISSUED,9,2011/07/22,1,1,APARTMENTS,5,APARTMENTS,5,2,226,25,731,,COMMERCIAL,ST,,,,,,,,,,,,,,"PER BOARD OF APPEAL'S DECISION #10-130. DELETE SUSPENDED CEILING FROM SCOPE OF WORK PER VICTOR PACHECO."
#201103041460,3,2011/03/04,2011/03/22,ISSUED,9,2011/07/22,1,1,APARTMENTS,5,APARTMENTS,5,2,226,25,741,,COMMERCIAL,ST,,,,,,,,,,,,,,"PER BOARD OF APPEAL'S DECISION #10-130. DELETE SUSPENDED CEILING FROM SCOPE OF WORK PER VICTOR PACHECO."
#201103041461,8,2011/03/04,2011/03/10,ISSUED,9,2012/03/10,15500,35000,APARTMENTS,82,APARTMENTS,82,2,567,16,1998,,BROADWAY,*,,,GENE,PETERSON,4158231413,"GENE PETERSON GENERAL CON",MAINE,ST,VALLEJO,CA,94590-0000,,,"9th floor  unit 905 - Kitchen and three bathrooms remodel in-kind. Non-bearing partition removal between kitchen and living room & 3rd bedroom. Convert 3rd bath to landry room."
#201103041462,8,2011/03/04,2011/03/16,ISSUED,9,2011/07/16,5000,5000,OFFICE,0,OFFICE,0,2,3637,69,2601,,MISSION,ST,,,JUSTIN,CARROLL,4156408089,"CARROLL CONSTRUCTION COMPANY"," SANCHEZ",ST,"SAN FRANCISCO",CA,94114-0000,,,"Construct 2 offices on the 3rd fl incl add 1 door to (e) office. All work is non struc. Electrical or sprinkler work if reqd under seperate permit  HVAC under separate permit."
#201103041463,8,2011/03/04,2011/03/07,ISSUED,9,2012/03/07,41500,41500,APARTMENTS,20,APARTMENTS,20,0,3569,83,88,,HOFF,ST,,,"ALIREZA ZIAI",*,,"UNLIMITED CONSTRUCTION","1206 LAS RAPOSAS RD",,"SAN RAFAEL",CA,94903,,,"LATH & STUCCO REPAIR AT REAR WALL SECTION AT UNITS 104 & 204  NOT VISIBLE FROM STREET. LATH-USING 60 MINUTE 2 PLY GRADE D PAPER  17 GA WIRE & FURRING NAILS. SCRATCH COAT-USING SAND & PORTLAND CEMENT. BROWN COAT-USING SAND & CEMENT. THIRD COAT-USING ACRYLIC 5:34 SAND TEXTURE."
#201103071466,8,2011/03/07,2011/03/07,ISSUED,9,2011/07/07,2500,2500,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,6003,32,1001,,EXCELSIOR,AV,,,"BRAD RICKARD",,8006713985,"SEARS HOME IMPROVEMT PROD ","DEL PASO",RD,SACRAMENTO,CA,95834-0000,,,"REPLACE 1 WINDOW  NOT VISABLE FROM THE STREET  NO STRUCTURAL CHANGES  MAX U-FACTOR .40."
#201103071467,8,2011/03/07,2011/03/07,ISSUED,9,2011/09/07,10000,10000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,2863,21,85,,MARCELA,AV,,,WILMER,LIPSCOMB,6507266261,"W LIPSCOMB ROOFING","MIRA MONTES POINT",RD,"HALF MOON BAY",CA,94019-0000,,,REROOFING
#201103071468,8,2011/03/07,2011/03/07,ISSUED,9,2012/03/07,68300,68300,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,5068,002C,64,,WABASH,TR,,,"ZI PEI",TANG,4153082838,"BAY C T CONSTRUCTION INC",ELLINGTON,AV,"SAN FRANCISCO",CA,94112-0000,,,"Add new family room  bedroom and a full bathroom at ground floor"
#201103071469,8,2011/03/07,2011/03/07,ISSUED,9,2011/07/07,2500,2500,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,1275,39,16,,HILLWAY,AV,,,"BRIAN SEPP",,4155197377,"EURO CONSTR AND PAINTING INC","MARKET ST #350",,"SAN FRANCISCO",CA,94114-0000,,,"STUCCO REPAIR AND PATCHES AT NEW FOUNDATION AND ADJACENT AREAS. ALL WORK IN KIND"
#201103071470,8,2011/03/07,2011/03/07,ISSUED,9,2011/09/07,7600,7600,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,5647,19,175,,ANDOVER,ST,,,,,,,,,,,,,,"REPLACE  (10) DRY ROT WOOD  WINDOWS AND TRIM WITH WOOD WINDOWS AND TRIM; ALL WINDOW FACING STREET  ALL WORK IN KIND"
#201103071471,8,2011/03/07,2011/03/07,ISSUED,9,2011/07/07,3500,3500,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,0,5461,52,6244,,03RD,ST,,,OWNER,,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"CHANGE NEW KITCHEN CABINETS ON 2ND FLOOR AT RESIDENTIAL ONLY  NO STRUCTURAL WORK & NO NEW LIGHTING. "
#201103071471,8,2011/03/07,2011/03/07,ISSUED,9,2011/07/07,3500,3500,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,0,5461,52,6248,,03RD,ST,,,OWNER,,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"CHANGE NEW KITCHEN CABINETS ON 2ND FLOOR AT RESIDENTIAL ONLY  NO STRUCTURAL WORK & NO NEW LIGHTING. "
#201103071472,8,2011/03/07,2011/03/07,ISSUED,9,2011/07/07,200,200,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,5083,5,328,,PENINSULA,AV,,,OWNER,OWNER,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"repair to back staircase less than 50 % repair"
#201103071473,8,2011/03/07,2011/03/07,ISSUED,9,2012/03/07,98670,98670,APARTMENTS,49,APARTMENTS,49,0,281,8,886,,SUTTER,ST,,,"ACME ROOFING COMPANY",,4155875869,"DISSMEYER CORP  DBA ACME ROOFING CO",WALLACE,AV,"SAN FRANCISCO",CA,94124-0000,,,REROOFING
#201103071474,8,2011/03/07,2011/03/07,ISSUED,9,2011/07/07,1000,1000,APARTMENTS,4,APARTMENTS,4,0,6519,13,1080,,SHOTWELL,ST,,,GERARDO,PEINADO,4159701458,"PEAK GENERAL CONTRACTORS INC","SO. VAN NESS",,"SAN FRANCISCO",CA,94110-,,,"REPAIR EGRESS STAIRS FROM GROUND FLR  + 2ND FLR (BACKYARD); LESS THAN 50% REPAIR IN KIND  NO CHANGE TO WALLS WINDOW OR DOORS"
#201103071475,8,2011/03/07,2011/03/07,ISSUED,9,2013/03/07,363321,363321,OFFICE,0,OFFICE,0,2,259,26,555,,CALIFORNIA,ST,,,"JOHN PRIBUS/BAYARDO CHAMORRO",,6505880447,"PRIBUSS ENGINEERING INC",MAYFAIR,AV,"SOUTH SAN FRANCISCO",CA,94080-0000,,,"Fire sprinkler TI on 41st 42nd and 45th floors. 41st: relocate 269  add 22 42nd: relocate 233  add 30 45th: relocate 131  add 21 "
#201103071476,8,2011/03/07,2011/03/07,ISSUED,9,2012/03/07,45000,45000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,0,2700,32,4664,,19TH,ST,,,OWNER,OWNER,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"WORK IN #4666-REMODEL 1 KITCHEN & 1 BATHROOM BY REPLACING FIXTURES IN SAME LOCATION AS (E). REFURNISH OR REPLACE GYP BOARD AS NEEDED. LIGHTING TO COMPLY WITH CEC 150 (K). NO CHANGE IN WALLS  WINDOWS OR DOORS"
#201103071476,8,2011/03/07,2011/03/07,ISSUED,9,2012/03/07,45000,45000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,0,2700,32,4666,,19TH,ST,,,OWNER,OWNER,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"WORK IN #4666-REMODEL 1 KITCHEN & 1 BATHROOM BY REPLACING FIXTURES IN SAME LOCATION AS (E). REFURNISH OR REPLACE GYP BOARD AS NEEDED. LIGHTING TO COMPLY WITH CEC 150 (K). NO CHANGE IN WALLS  WINDOWS OR DOORS"
#201103071477,8,2011/03/07,2011/03/07,ISSUED,9,2011/07/07,1,1,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,1387,022S,218,,28TH,AV,,,OWNER,OWNER,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"TO OBTAIN FINAL INSPECTION FOR WORK APPROVED UNDER APP#2000/02/07/1211. ALL WORK IS COMPLETE"
#201103071478,8,2011/03/07,2011/03/07,ISSUED,9,2011/07/07,1,1,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,1387,022S,218,,28TH,AV,,,OWNER,OWNER,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"TO OBTAIN FINAL INSPECTION FOR WORK APPROVED UNDER APP#9921720. ALL WORK IS COMPLETE."
#201103071479,8,2011/03/07,2011/03/07,ISSUED,9,2011/07/07,800,800,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,0,4270,25,2859,,HARRISON,ST,,,OWNER,,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"REPAIR FRONT STEPS  PAINT FRONT STEPS. APPROX HALF OF TREADS NEED REPLACING (5 OF 11 TREADS) REPLACE TILE ON LANDING. ( LESS THAN 50% REPAIR)."
#201103071480,8,2011/03/07,2011/03/07,ISSUED,9,2012/03/07,175000,175000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,794,29,554,,GROVE,ST,,,"JEFF KING",,4152448162,"JEFF KING AND COMPANY INC",BALBOA,ST,"SAN FRANCISCO",CA,94118-3904,,,"Kitchen and upper bath room remodel including removal of wall btn kitchen and dining room."
#201103071481,8,2011/03/07,2011/03/07,ISSUED,9,2011/09/07,7000,9239,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,1145A,7,55,,TEMESCAL,TR,,,ALVAR,PACHECO,4158458323,"ALVAR BAY CONSTRUCTION",PHILLIP,WY,"SUISUN CITY",CA,94585-0000,,,"1 BATHROOM REMODEL:  REPAIR LEAK IN SHOWER  RETILE  LIGHTING TO COMPLY W/CEC 150(K)  NO CHANGE WINDOWS  WALLS  DOORS."
#201103071482,8,2011/03/07,2011/03/07,ISSUED,9,2011/07/07,4800,4800,APARTMENTS,73,APARTMENTS,73,2,0222A,103,1170,,SACRAMENTO,ST,,,STEVEN,WANLASS,4155330182,"B & S CRANE AND ERECTION",45TH,AV,"SAN FRANCISCO",CA,94116-0000,,,"Voluntary struc upgrade- bracing and anchorage of (E) water tank in mech penthouse of a res stuc. Upgrade to occur only at mec penthouse"
